,size_kw,zipcode,install_type,cost,cost_per_watt,annual_PV_prod,tech_1,annual_insolation,rebate,tilt1,reported_annual_energy_prod,tracking_type,bipv,Lat,Long,year_installed,installer_company,installer
0,16.25,2038,residential,61563.0,3.7884923077,19121.34247,Poly,4.030390739,0.0,37.0,16786.0,Fixed,0,42.08,-71.38,2013,Direct Energy Solar,557
1,6.86,2038,residential,34128.5,4.975,7563.314968,Poly,3.78166008,0.0,40.0,6518.0,Fixed,0,42.08,-71.38,2013,SolarCity,2989
2,5.76,2038,residential,26956.8,4.68,7572.683672,Poly,4.496536732,4250.0,22.0,6482.51,Fixed,0,42.08,-71.38,2013,American Solar Partners,19
3,5.76,2038,residential,26956.8,4.68,6646.602656,Poly,3.976588249,4250.0,28.0,5652.0,Fixed,0,42.08,-71.38,2013,American Solar Partners,19
4,8.085,2038,residential,31127.25,3.85,10529.61601,Poly,4.45193243,2000.0,21.0,9068.44,Fixed,0,42.08,-71.38,2013,Next Step Living,855
5,3.92,2038,residential,13328.0,3.4,5315.656377,Poly,4.619856358,1568.0,42.0,4540.05,Fixed,0,42.08,-71.38,2013,Next Step Living,855
6,8.82,2038,residential,44100.0,5.0,9821.58249,Poly,3.818812609,2000.0,40.0,10743.246,Fixed,0,42.08,-71.38,2013,Next Step Living,855
7,8.1,2038,residential,28732.12,3.5471753086,10032.09126,Mono,4.241632462,4000.0,30.0,6613.8816,Fixed,0,42.08,-71.38,2013,Blue Selenium Solar,124
8,5.886,2038,residential,41202.0,7.0,7988.435802,Mono,4.629134178,4000.0,34.0,6761.1,Fixed,0,42.08,-71.38,2013,Next Step Living,855
9,4.41,2038,residential,22491.0,5.1,5915.145059,Poly,4.575724125,1764.0,36.0,4650.15,Fixed,0,42.08,-71.38,2013,SolarCity,2989
10,8.745,2038,residential,34234.2,3.9147169811,11203.23957,crystalline,4.37963438,2000.0,38.0,8728.96,Fixed,0,42.08,-71.38,2013,Second Generation Energy,118
11,7.02,2038,residential,28431.0,4.05,9118.549819,crystalline,4.430278301,2000.0,37.0,7677.92,Fixed,0,42.08,-71.38,2013,Direct Energy Solar,557
12,7.035,2038,residential,55215.0,7.8486140725,9385.750574,Mono,4.554344177,4000.0,29.0,8075.34,Fixed,0,42.08,-71.38,2013,Next Step Living,855
13,10.05,2038,residential,48737.5,4.8495024876,13657.01885,Mono,4.637528896,4000.0,32.0,11859.98,Fixed,0,42.08,-71.38,2013,Second Generation Energy,118
14,6.86,2038,residential,34128.5,4.975,7563.314968,Poly,3.78166008,0.0,40.0,6518.16,Fixed,0,42.08,-71.38,2013,SolarCity,2989
15,4.355,2038,residential,35334.0,8.1134328358,5464.546826,Mono,4.284404755,1742.0,35.0,5494.0,Fixed,0,42.08,-71.38,2014,Next Step Living,855
16,8.75,2038,residential,36000.0,4.1142857143,11660.67703,Poly,4.554542065,2000.0,28.0,9105.2,Fixed,0,42.08,-71.38,2014,Roof Diagnostics Solar & Electric,874
17,6.867,2038,residential,36395.1,5.3,9316.694115,Mono,4.629397392,4000.0,32.0,7731.9,Fixed,0,42.08,-71.38,2014,Second Generation Energy,118
18,16.25,2038,residential,61563.0,3.7884923077,19121.34247,Poly,4.030390739,0.0,37.0,16786.0,Fixed,0,42.08,-71.38,2013,Direct Energy Solar,557
19,6.03,2038,residential,40088.1,6.6481094527,7096.482642,Mono,4.020951748,2000.0,39.0,7261.0,Fixed,0,42.08,-71.38,2014,Next Step Living,855
20,7.65,2038,residential,42075.0,5.5,10093.73423,crystalline,4.493434429,1250.0,45.0,10089.6,Fixed,0,42.08,-71.38,2015,SolarCity,2989
21,6.375,2038,residential,21040.0,3.3003921569,8629.030197,crystalline,4.620234966,1250.0,30.0,7263.48,Fixed,0,42.08,-71.38,2015,Solarflair Energy,458
22,6.12,2038,residential,21652.0,3.5379084967,8130.682969,crystalline,4.53374958,1250.0,34.0,7419.8,Fixed,0,42.08,-71.38,2015,Solarflair Energy,458
23,11.73,2038,residential,38448.0,3.2777493606,15916.10795,crystalline,4.624090195,1250.0,40.0,13720.85,Fixed,0,42.08,-71.38,2015,Solarflair Energy,458
24,8.67,2038,residential,47685.0,5.5,11773.8092,crystalline,4.633727551,1250.0,37.0,9524.62,Fixed,0,42.08,-71.38,2015,SolarCity,2989
25,5.232,2038,residential,23420.6,4.4764143731,6850.430936,Mono,4.478383541,2763.15,18.0,6042.65,Fixed,0,42.08,-71.38,2015,Solarflair Energy,458
26,8.16,2038,residential,26809.0,3.2854166667,10152.93059,crystalline,4.255304337,1250.0,37.0,8965.6,Fixed,0,42.08,-71.38,2015,Solarflair Energy,458
27,10.965,2038,residential,35760.9,3.2613679891,14798.1817,crystalline,4.605840206,1250.0,30.0,13120.8,Fixed,0,42.08,-71.38,2015,Solarflair Energy,458
28,5.175,2038,residential,38045.0,7.3516908213,7039.499057,Mono,4.641767979,3250.0,33.0,6390.528,Fixed,0,42.08,-71.38,2015,New England Clean Energy,274
29,8.16,2038,residential,44880.0,5.5,10886.84848,crystalline,4.559110641,0.0,23.0,1224.02,Fixed,0,42.08,-71.38,2014,SolarCity,2989
30,3.06,2038,residential,10697.4,3.4958823529,3803.547129,crystalline,4.244653702,1989.0,37.0,3312.0,Fixed,0,42.08,-71.38,2015,Solarflair Energy,458
31,5.865,2038,residential,32374.8,5.52,7707.880798,crystalline,4.487454891,0.0,30.0,5243.25,Fixed,0,42.08,-71.38,2015,SolarCity,2989
32,16.677,2038,residential,66108.0,3.9640223062,22605.82211,Mono,4.618952751,0.0,41.0,19256.5,Fixed,0,42.08,-71.38,2015,Second Generation Energy,118
33,13.26,2038,residential,72930.0,5.5,17021.78851,crystalline,4.386235237,0.0,27.0,14891.79,Fixed,0,42.08,-71.38,2015,SolarCity,2989
34,13.005,2038,residential,71787.6,5.52,9209.210076,crystalline,2.490089655,0.0,37.0,9832.0,Fixed,0,42.08,-71.38,2015,SolarCity,2989
35,6.12,2038,residential,33660.0,5.5,7233.730928,crystalline,4.044676781,0.0,45.0,5036.03,Fixed,0,42.08,-71.38,2015,SolarCity,2989
36,3.825,2038,residential,13505.0,3.5307189542,4827.128989,crystalline,4.324772835,0.0,14.0,3091.8,Fixed,0,42.08,-71.38,2015,Solarflair Energy,458
37,5.47,2038,residential,25840.8,4.724095064,6791.461724,crystalline,4.249175549,0.0,34.0,6198.36,Fixed,0,42.08,-71.38,2015,Roof Diagnostics Solar & Electric,874
38,11.7,2038,residential,36855.0,3.15,15894.06866,Poly,4.636452198,0.0,34.0,9196.32,Fixed,0,42.08,-71.38,2015,Sunrun,332
39,10.14,2038,residential,29811.6,2.94,13669.2832,Poly,4.597723961,0.0,37.0,6902.034,Fixed,0,42.08,-71.38,2015,Sunrun,332
40,4.59,2038,residential,25336.8,5.52,6168.044465,crystalline,4.589949131,0.0,26.0,6003.92,Fixed,0,42.08,-71.38,2015,SolarCity,2989
41,4.08,2038,residential,22848.0,5.6,5544.85248,crystalline,4.637516499,0.0,36.0,5043.22,Fixed,0,42.08,-71.38,2015,SolarCity,2989
42,10.464,2038,residential,50665.0,4.841838685,14242.64978,Mono,4.644098282,0.0,34.0,11234.62,Fixed,0,42.08,-71.38,2015,Sunbug Solar,284
43,11.73,2038,residential,45837.5,3.90771526,11358.91203,crystalline,3.33556819,0.0,40.0,9724.65,Fixed,0,42.08,-71.38,2015,Solarflair Energy,458
44,5.46,2038,residential,30576.0,5.6,6290.402549,Poly,3.960998297,0.0,20.0,4854.72,Fixed,0,42.08,-71.38,2015,SolarCity,2989
45,6.76,2038,residential,37856.0,5.6,9159.998872,Poly,4.625831127,0.0,30.0,8749.44,Fixed,0,42.08,-71.38,2015,SolarCity,2989
46,11.27,1257,residential,61170.0,5.4276841171,14277.76792,Mono,4.344654083,2000.0,35.0,12052.8,Fixed,0,42.1,-73.34,2013,RGS/Real Goods,405
47,4.41,1257,residential,25142.0,5.7011337868,5539.874084,Poly,4.30640173,1984.5,39.0,4941.16,Fixed,0,42.1,-73.34,2013,Berkshire Photovoltaic Services,3
48,6.75,1257,residential,33750.0,5.0,8325.176605,Poly,4.239899635,2000.0,20.0,6553.68,Fixed,0,42.1,-73.34,2014,SolarCity,2989
49,3.185,1257,residential,15925.0,5.0,3973.834533,Poly,4.269284725,1274.0,45.0,3569.6,Fixed,0,42.1,-73.34,2014,SolarCity,2989
50,5.25,1257,residential,25950.0,4.9428571429,5999.675262,Poly,3.936381578,4000.0,18.0,4678.71,Fixed,0,42.1,-73.34,2014,RGS/Real Goods,405
51,4.5,1983,residential,22387.5,4.975,4955.326172,Poly,3.797233343,0.0,5.0,3997.0,Fixed,0,42.63,-70.95,2013,SolarCity,2989
52,15.435,1983,residential,75631.5,4.9,19489.90375,Poly,4.30246067,0.0,40.0,16489.0,Fixed,0,42.63,-70.95,2014,SolarCity,2989
53,12.5,1983,residential,61250.0,4.9,15773.30322,Poly,4.305417538,0.0,30.0,15133.0,Fixed,0,42.63,-70.95,2014,SolarCity,2989
54,7.84,1983,residential,43472.0,5.5448979592,9776.8475,Poly,4.256792545,2000.0,20.0,9549.0,Fixed,0,42.63,-70.95,2013,Next Step Living,855
55,8.829,1983,residential,50325.3,5.7,11716.28885,Mono,4.51847744,2000.0,30.0,9804.6,Fixed,0,42.63,-70.95,2014,Sunlight Solar Energy,104
56,4.5,1983,residential,22387.5,4.975,4955.326172,Poly,3.797233343,0.0,5.0,3996.72,Fixed,0,42.63,-70.95,2013,SolarCity,2989
57,15.435,1983,residential,75631.5,4.9,19489.90375,Poly,4.30246067,0.0,40.0,16488.36,Fixed,0,42.63,-70.95,2014,SolarCity,2989
58,12.5,1983,residential,62500.0,5.0,15773.30322,Poly,4.305417538,2000.0,30.0,15069.46,Fixed,0,42.63,-70.95,2014,SolarCity,2989
59,9.315,1983,residential,49997.0,5.3673644659,12551.43376,Mono,4.583309174,1250.0,40.0,10828.15,Fixed,0,42.63,-70.95,2015,Independent Power Systems,50
60,12.753,1983,residential,60545.0,4.7475103897,16446.94412,Mono,4.399512291,1250.0,24.0,12981.87,Fixed,0,42.63,-70.95,2015,Sunbug Solar,284
61,12.099,1983,residential,54724.8,4.5230845524,16077.39696,Mono,4.524362564,1250.0,30.0,12967.37,Fixed,0,42.63,-70.95,2015,Revolusun ,184
62,7.65,1983,residential,42075.0,5.5,9390.541223,crystalline,4.191586971,0.0,21.0,8660.96,Fixed,0,42.63,-70.95,2015,SolarCity,2989
63,12.426,1983,residential,57687.3,4.642467407,16006.55827,Mono,4.396811485,0.0,17.0,12197.64,Fixed,0,42.63,-70.95,2015,Revolusun ,184
64,4.9,2351,residential,23079.0,4.71,5727.192615,Mono,4.003116131,0.0,21.0,4068.0,Fixed,0,42.11,-70.95,2013,Sungevity,278
65,6.86,2351,residential,34986.0,5.1,9268.003196,Poly,4.592460632,2000.0,40.0,6954.7,Fixed,0,42.11,-70.95,2013,SolarCity,2989
66,4.9,2351,residential,23079.0,4.71,5727.192615,Mono,4.003116131,0.0,21.0,3737.96,Fixed,0,42.11,-70.95,2013,Sungevity,278
67,8.75,2351,residential,34750.0,3.9714285714,11790.71686,Poly,4.58758688,2000.0,30.0,8767.459,Fixed,0,42.11,-70.95,2014,Trinity Solar,233
68,6.7,2351,residential,49551.0,7.3956716418,9032.074365,Mono,4.589225292,4000.0,30.0,7360.0,Fixed,0,42.11,-70.95,2014,Next Step Living,855
69,5.75,2351,residential,27082.5,4.71,7712.9245,Poly,4.56479311,2000.0,32.0,5828.76,Fixed,0,42.11,-70.95,2014,Sungevity,278
70,11.475,2351,residential,53375.0,4.651416122,13866.78249,crystalline,4.128251553,1250.0,30.0,11262.64,Fixed,0,42.11,-70.95,2015,SolarCity,2989
71,5.895,2351,residential,22661.25,3.8441475827,7487.430771,crystalline,4.337384701,1250.0,15.0,6461.56,Fixed,0,42.11,-70.95,2015,Roof Diagnostics Solar & Electric,874
72,10.965,2351,residential,44678.9,4.0746830825,14773.69114,crystalline,4.58358717,1250.0,34.0,13485.78,Fixed,0,42.11,-70.95,2015,Trinity Solar,233
73,7.14,2351,residential,39270.0,5.5,9435.160496,crystalline,4.502004147,1250.0,25.0,10141.0,Fixed,0,42.11,-70.95,2015,SolarCity,2989
74,3.57,2351,residential,19706.4,5.52,4555.373602,crystalline,4.35332346,892.5,20.0,4133.16,Fixed,0,42.11,-70.95,2015,SolarCity,2989
75,5.61,2351,residential,30855.0,5.5,7054.987258,crystalline,4.29280901,0.0,25.0,6322.11,Fixed,0,42.11,-70.95,2015,SolarCity,2989
76,8.16,2351,residential,44880.0,5.5,9090.079629,crystalline,3.81650424,0.0,30.0,8176.56,Fixed,0,42.11,-70.95,2014,SolarCity,2989
77,6.12,2351,residential,33782.0,5.5199346405,8132.634316,crystalline,4.52826643,0.0,24.0,5873.84,Fixed,0,42.11,-70.95,2014,SolarCity,2989
78,3.825,2351,residential,21114.0,5.52,5105.195563,crystalline,4.544007301,0.0,34.0,1678.24,Fixed,0,42.11,-70.95,2014,SolarCity,2989
79,7.395,2351,residential,40672.5,5.5,9234.242659,crystalline,4.260759354,0.0,23.0,7558.96,Fixed,0,42.11,-70.95,2015,SolarCity,2989
80,3.825,2351,residential,21037.5,5.5,4694.506732,crystalline,4.189741135,0.0,23.0,3361.24,Fixed,0,42.11,-70.95,2015,SolarCity,2989
81,6.375,2351,residential,35190.0,5.52,8418.993713,crystalline,4.495127201,0.0,35.0,3427.17,Fixed,0,42.11,-70.95,2015,SolarCity,2989
82,6.375,2351,residential,35062.5,5.5,7879.607391,crystalline,4.211132526,0.0,36.0,7325.64,Fixed,0,42.11,-70.95,2015,SolarCity,2989
83,9.88,2351,residential,35617.4,3.605,13136.02926,Poly,4.525653362,0.0,34.0,11641.056,Fixed,0,42.11,-70.95,2015,Sunrun,332
84,3.57,2351,residential,13292.42,3.7233669468,4827.151619,crystalline,4.59998703,0.0,38.0,3994.64,Fixed,0,42.11,-70.95,2015,Roof Diagnostics Solar & Electric,874
85,8.925,2351,residential,49980.0,5.6,11981.04442,crystalline,4.570989609,0.0,30.0,8569.76,Fixed,0,42.11,-70.95,2015,SolarCity,2989
86,7.905,2351,residential,44268.0,5.6,10471.1172,crystalline,4.508858204,0.0,35.0,10678.73,Fixed,0,42.11,-70.95,2015,SolarCity,2989
87,6.24,2351,residential,34944.0,5.6,7507.198359,Poly,4.115266323,0.0,22.0,6898.66,Fixed,0,42.11,-70.95,2015,SolarCity,2989
88,7.25,1069,residential,28275.0,3.9,9547.512787,Mono,4.475696087,2000.0,33.0,7165.84,Fixed,0,42.16,-72.32,2013,Direct Energy Solar,557
89,12.0,1069,residential,46800.0,3.9,13533.47314,Mono,3.873747826,2000.0,28.0,13088.0,Fixed,0,42.16,-72.32,2013,Direct Energy Solar,557
90,6.5,1069,residential,25100.0,3.8615384615,8349.369019,Mono,4.376328945,2000.0,34.0,6238.05,Fixed,0,42.16,-72.32,2013,Direct Energy Solar,557
91,5.0,1069,residential,23500.0,4.7,6642.498779,Mono,4.515606403,2000.0,37.0,4590.27,Fixed,0,42.16,-72.32,2013,Direct Energy Solar,557
92,8.48,1069,residential,53671.0,6.3291273585,11239.97811,Mono,4.508529186,7000.0,32.0,8698.2,Fixed,0,42.16,-72.32,2013,Endless Mountains Solar Services,45
93,12.25,1069,residential,45325.0,3.7,16222.32867,Poly,4.505306721,2000.0,33.0,11293.52,Fixed,0,42.16,-72.32,2014,Direct Energy Solar,557
94,5.75,1069,residential,26160.0,4.5495652174,7027.709381,Poly,4.176561832,1500.0,10.0,5819.506,Fixed,0,42.16,-72.32,2014,Roof Diagnostics Solar & Electric,874
95,4.79,1069,residential,19543.2,4.08,6208.682577,crystalline,4.414238453,1197.5,33.0,5064.15,Fixed,0,42.16,-72.32,2015,Roof Diagnostics Solar & Electric,874
96,4.725,1069,residential,16992.0,3.5961904762,6089.233008,crystalline,4.383348942,1181.25,44.0,4824.9,Fixed,0,42.16,-72.32,2014,Roof Diagnostics Solar & Electric,874
97,5.47,1069,residential,20239.0,3.7,7225.546821,crystalline,4.481965542,1250.0,43.0,6543.46,Fixed,0,42.16,-72.32,2014,Roof Diagnostics Solar & Electric,874
98,5.725,1069,residential,22289.7,3.8933973799,7532.980438,crystalline,4.478984356,1250.0,33.0,5757.63,Fixed,0,42.16,-72.32,2015,Roof Diagnostics Solar & Electric,874
99,4.98,1069,residential,21767.2,4.3709236948,6616.535479,crystalline,4.515663624,1245.0,37.0,280.55,Fixed,0,42.16,-72.32,2015,Roof Diagnostics Solar & Electric,874
100,3.235,1069,residential,10520.45,3.2520710974,4070.450992,crystalline,4.293902874,0.0,15.0,2287.44,Fixed,0,42.16,-72.32,2015,Roof Diagnostics Solar & Electric,874
101,6.375,1069,residential,35190.0,5.52,7908.359482,crystalline,4.222576618,0.0,27.0,7949.15,Fixed,0,42.16,-72.32,2015,SolarCity,2989
102,6.885,1069,residential,22651.65,3.29,8518.587275,crystalline,4.226161957,0.0,12.0,6128.72,Fixed,0,42.16,-72.32,2015,Roof Diagnostics Solar & Electric,874
103,6.725,1069,residential,31061.38,4.6187925651,8764.807758,crystalline,4.43224287,0.0,40.0,627.36,Fixed,0,42.16,-72.32,2015,Roof Diagnostics Solar & Electric,874
104,4.235,1069,residential,13771.85,3.2519126328,5451.82944,crystalline,4.389155388,0.0,23.0,3212.46,Fixed,0,42.16,-72.32,2015,Roof Diagnostics Solar & Electric,874
105,3.92,2359,residential,19502.0,4.975,4813.052754,Poly,4.195429802,0.0,24.0,3876.0,Fixed,0,42.06,-70.8,2013,SolarCity,2989
106,5.5,2359,residential,24412.5,4.4386363636,6709.648865,Poly,4.167123318,0.0,20.0,3290.0,Fixed,0,42.06,-70.8,2014,"Roof Diagnostics Solar of Mass, LLC",7
107,6.885,2359,residential,34958.0,5.0774146696,9302.408218,Mono,4.598435402,2000.0,32.0,6947.5304,Fixed,0,42.06,-70.8,2013,Solular,14
108,6.5,2359,residential,25545.0,3.93,7642.405945,Poly,4.026042938,2000.0,21.0,6750.9475,Fixed,0,42.06,-70.8,2013,Roof Diagnostics Solar & Electric,874
109,7.84,2359,residential,39200.0,5.0,7778.302588,Poly,3.410453558,2000.0,34.0,8405.16,Fixed,0,42.06,-70.8,2013,SolarCity,2989
110,3.92,2359,residential,19502.0,4.975,4813.052754,Poly,4.195429802,0.0,24.0,3875.27,Fixed,0,42.06,-70.8,2013,SolarCity,2989
111,5.5,2359,residential,24412.5,4.4386363636,6709.648865,Poly,4.167123318,0.0,20.0,3289.996878,Fixed,0,42.06,-70.8,2014,Roof Diagnostics Solar & Electric,874
112,6.47,2359,residential,24150.0,3.7326120556,8418.075773,crystalline,4.438215733,1250.0,20.0,6921.72,Fixed,0,42.06,-70.8,2015,Ross Solar Group,5
113,5.025,2359,residential,40000.0,7.960199005,6502.64198,Mono,4.413651466,0.0,20.0,6239.0,Fixed,0,42.06,-70.8,2014,Next Step Living,855
114,7.395,2359,residential,40820.0,5.5199459094,9635.575772,crystalline,4.444400311,0.0,20.0,8747.76,Fixed,0,42.06,-70.8,2015,SolarCity,2989
115,6.375,2359,residential,35062.5,5.5,8367.866867,crystalline,4.473675251,0.0,23.0,3583.94,Fixed,0,42.06,-70.8,2014,SolarCity,2989
116,5.1,2359,residential,28152.0,5.52,6473.596472,crystalline,4.324908733,0.0,30.0,5732.22,Fixed,0,42.06,-70.8,2015,SolarCity,2989
117,4.335,2359,residential,23842.5,5.5,5486.836276,crystalline,4.322176456,0.0,20.0,3241.28,Fixed,0,42.06,-70.8,2015,SolarCity,2989
118,7.65,2359,residential,42075.0,5.5,7847.456287,crystalline,3.519220114,0.0,35.0,6599.2,Fixed,0,42.06,-70.8,2014,SolarCity,2989
119,9.18,2359,residential,50673.6,5.52,9211.294028,crystalline,3.445931196,0.0,35.0,9205.52,Fixed,0,42.06,-70.8,2015,SolarCity,2989
120,6.375,2359,residential,35190.0,5.52,7644.140945,crystalline,4.102651596,0.0,15.0,6036.84,Fixed,0,42.06,-70.8,2015,SolarCity,2989
121,9.18,2359,residential,50673.6,5.52,11989.72659,crystalline,4.45443964,0.0,20.0,8108.8,Fixed,0,42.06,-70.8,2015,SolarCity,2989
122,3.57,2359,residential,19992.0,5.6,4402.93957,crystalline,4.202504635,0.0,35.0,3861.4,Fixed,0,42.06,-70.8,2015,SolarCity,2989
123,14.535,2359,residential,81396.0,5.6,14867.76137,crystalline,3.533308029,0.0,18.0,15391.6,Fixed,0,42.06,-70.8,2015,SolarCity,2989
124,8.25,2359,residential,29741.25,3.605,10410.36301,Poly,4.307688236,0.0,18.0,7824.227,Fixed,0,42.06,-70.8,2015,Sunrun,332
125,4.68,2359,residential,26208.0,5.6,4888.16231,Poly,3.602162361,0.0,20.0,4238.64,Fixed,0,42.06,-70.8,2015,SolarCity,2989
126,6.0,2673,residential,29850.0,4.975,6843.389648,Poly,3.921389818,0.0,22.0,5958.0,Fixed,0,41.65,-70.24,2013,SolarCity,2989
127,4.165,2673,residential,20720.875,4.975,4403.467095,Poly,3.636328697,0.0,28.0,4187.0,Fixed,0,41.65,-70.24,2013,SolarCity,2989
128,10.75,2673,residential,52675.0,4.9,12192.13245,Poly,3.899503946,0.0,23.0,10756.0,Fixed,0,41.65,-70.24,2014,SolarCity,2989
129,4.165,2673,residential,20825.0,5.0,5354.471022,Poly,4.40148592,1666.0,18.0,4331.6,Fixed,0,41.65,-70.24,2013,SolarCity,2989
130,6.0,2673,residential,29850.0,4.975,6843.389648,Poly,3.921389818,0.0,22.0,5958.36,Fixed,0,41.65,-70.24,2013,SolarCity,2989
131,4.165,2673,residential,20720.88,4.9750012005,4403.467095,Poly,3.636328697,0.0,28.0,4186.48,Fixed,0,41.65,-70.24,2013,SolarCity,2989
132,10.75,2673,residential,52675.0,4.9,12192.13245,Poly,3.899503946,0.0,23.0,10755.75,Fixed,0,41.65,-70.24,2014,SolarCity,2989
133,2.295,2673,residential,12622.5,5.5,3099.467538,crystalline,4.60915184,573.75,30.0,2970.24,Fixed,0,41.65,-70.24,2015,SolarCity,2989
134,6.725,2673,residential,26496.5,3.94,8362.367569,crystalline,4.259049892,1250.0,27.0,6648.4,Fixed,0,41.65,-70.24,2015,Roof Diagnostics Solar & Electric,874
135,10.455,2673,residential,57503.0,5.500047824,10973.91999,crystalline,3.60805583,0.0,37.0,11393.91,Fixed,0,41.65,-70.24,2014,SolarCity,2989
136,10.455,2673,residential,57711.6,5.52,12015.72143,crystalline,3.944600821,0.0,30.0,10046.25,Fixed,0,41.65,-70.24,2015,SolarCity,2989
137,6.885,2673,residential,38005.2,5.52,7312.297791,crystalline,3.649090052,0.0,30.0,7485.75,Fixed,0,41.65,-70.24,2015,SolarCity,2989
138,6.375,2673,residential,35190.0,5.52,7302.876114,crystalline,3.923303843,0.0,30.0,7705.0,Fixed,0,41.65,-70.24,2015,SolarCity,2989
139,6.12,2673,residential,33782.4,5.52,7478.512251,crystalline,4.172152996,0.0,40.0,4305.82,Fixed,0,41.65,-70.24,2015,SolarCity,2989
140,2.805,2673,residential,15427.5,5.5,3650.047339,crystalline,4.445766449,0.0,40.0,2336.78,Fixed,0,41.65,-70.24,2015,SolarCity,2989
141,11.25,2673,residential,38725.0,3.4422222222,14045.9436,Poly,4.268056393,0.0,27.0,8502.808,Fixed,0,41.65,-70.24,2015,Sungevity,278
142,3.5,1027,residential,17220.0,4.92,3920.015381,Poly,3.867959738,0.0,18.0,3330.0,Fixed,0,42.26,-72.68,2014,"Roof Diagnostics Solar of Mass, LLC",7
143,11.27,1027,residential,48506.0,4.3039929015,13597.73926,Mono,4.133198261,2000.0,41.0,11631.51,Fixed,0,42.26,-72.68,2013,RGS/Real Goods,405
144,6.86,1027,residential,34986.0,5.1,8451.658171,Poly,4.233583927,2000.0,29.0,6671.88,Fixed,0,42.26,-72.68,2013,SolarCity,2989
145,3.68,1027,residential,23803.0,6.4682065217,4630.649746,Mono,4.318371773,2944.0,30.0,3913.44,Fixed,0,42.26,-72.68,2013,Pv Squared,199
146,3.69,1027,residential,15848.0,4.2948509485,4580.307543,Poly,4.25022459,1476.0,46.0,3835.15,Fixed,0,42.26,-72.68,2013,RGS/Real Goods,405
147,8.0,1027,residential,38000.0,4.75,9696.603516,Poly,4.169266701,2000.0,25.0,8729.4812,Fixed,0,42.26,-72.68,2013,Roof Diagnostics Solar & Electric,874
148,5.46,1027,residential,22380.0,4.0989010989,5945.086875,Mono,3.771069765,2000.0,28.0,4914.27,Fixed,0,42.26,-72.68,2013,Northeast Solar Design Associates,39
149,8.0,1027,residential,44700.0,5.5875,8710.75,Poly,3.771069765,4250.0,28.0,9101.0,Fixed,0,42.26,-72.68,2013,Green Earth Energy PhotoVoltaic,6
150,6.0,1027,residential,21900.0,3.65,7549.972412,Poly,4.318371773,2000.0,30.0,6792.39,Fixed,0,42.26,-72.68,2014,Pure Energies Installation,4
151,6.5,1027,residential,22282.0,3.428,8016.836731,Poly,4.239899635,2000.0,20.0,6786.8,Fixed,0,42.26,-72.68,2014,RGS/Real Goods,405
152,6.48,1027,residential,35834.0,5.5299382716,8050.230088,Mono,4.268570423,4000.0,23.0,6859.245,Fixed,0,42.26,-72.68,2014,Endless Mountains Solar Services,45
153,1.962,1027,residential,15265.0,7.7803261978,2481.406688,Mono,4.335069656,1569.6,37.0,1853.2,Fixed,0,42.26,-72.68,2014,Pv Squared,199
154,3.5,1027,residential,17220.0,4.92,3920.015381,Poly,3.867959738,0.0,18.0,3329.9992,Fixed,0,42.26,-72.68,2014,Roof Diagnostics Solar & Electric,874
155,12.75,1027,residential,45700.0,3.5843137255,16069.41083,Poly,4.318214417,2000.0,38.0,16383.64,Fixed,0,42.26,-72.68,2014,Solarflair Energy,458
156,6.0,1027,residential,27000.0,4.5,7530.108398,crystalline,4.298591614,2250.0,40.0,6977.0,Fixed,0,42.26,-72.68,2015,Transformations,36
157,6.47,1027,residential,24740.0,3.8238021638,7901.351655,crystalline,4.200946808,1250.0,22.0,6158.24,Fixed,0,42.26,-72.68,2014,Roof Diagnostics Solar & Electric,874
158,6.215,1027,residential,24725.0,3.9782783588,7508.347418,crystalline,4.151390553,1250.0,24.0,6352.71,Fixed,0,42.26,-72.68,2014,Roof Diagnostics Solar & Electric,874
159,6.96,1027,residential,25557.75,3.6720905172,8625.608203,crystalline,4.258955002,1250.0,22.0,6638.97,Fixed,0,42.26,-72.68,2015,Roof Diagnostics Solar & Electric,874
160,6.725,1027,residential,23674.25,3.5203345725,7933.829422,crystalline,4.063471794,1250.0,22.0,6334.2,Fixed,0,42.26,-72.68,2015,Roof Diagnostics Solar & Electric,874
161,6.375,1027,residential,24737.85,3.8804470588,8053.657654,crystalline,4.331546307,1250.0,35.0,6813.17,Fixed,0,42.26,-72.68,2015,Trinity Solar,233
162,7.705,1027,residential,40984.0,5.3191434134,9745.877864,Mono,4.335561275,1250.0,39.0,8516.01,Fixed,0,42.26,-72.68,2015,Pv Squared,199
163,9.86,1073,residential,42398.0,4.3,12371.92046,Poly,4.295482159,2000.0,42.0,9966.0,Fixed,0,42.23,-72.73,2013,John T Bates Electrician,5
164,6.0,1073,residential,26750.0,4.4583333333,7303.994385,Poly,4.178119183,4000.0,33.0,5856.84,Fixed,0,42.23,-72.73,2013,RGS/Real Goods,405
165,6.0,1073,residential,30000.0,5.0,7281.646729,crystalline,4.168985367,2000.0,26.0,5659.77,Fixed,0,42.23,-72.73,2013,SolarCity,2989
166,5.635,1073,residential,28175.0,5.0,6895.284396,Poly,4.208341599,2000.0,18.0,5562.48,Fixed,0,42.23,-72.73,2014,SolarCity,2989
167,5.4,1073,residential,38657.0,7.1587037037,6746.719263,Mono,4.289860249,4000.0,27.0,5573.36,Fixed,0,42.23,-72.73,2014,Endless Mountains Solar Services,45
