,size_kw,zipcode,install_type,cost,cost_per_watt,annual_PV_prod,tech_1,annual_insolation,rebate,tilt1,reported_annual_energy_prod,tracking_type,bipv,Lat,Long,year_installed,installer_company,installer
0,11.02,2038,residential,70680.0,6.4137931034,14921.71494,Poly,4.622653484,0.0,33.0,10945.0,Fixed,0,42.08,-71.38,2009,Sunbug Solar,392
1,17.52,2038,residential,75012.0,4.2815068493,22507.87257,Mono,4.391733646,0.0,38.0,17065.049,Fixed,0,42.08,-71.38,2012,Direct Energy Solar,954
2,16.25,2038,residential,61563.0,3.7884923077,19121.34247,Poly,4.030390739,0.0,37.0,16786.0,Fixed,0,42.08,-71.38,2013,Direct Energy Solar,954
3,6.86,2038,residential,34128.5,4.975,7563.314968,Poly,3.78166008,0.0,40.0,6518.0,Fixed,0,42.08,-71.38,2013,SolarCity,3552
4,5.07,2038,residential,36344.0,7.1684418146,6826.889301,Poly,4.594382286,11115.0,32.0,6125.0,Fixed,0,42.08,-71.38,2009,Invest Electrical Company,7
5,11.02,2038,residential,70680.0,6.4137931034,14921.71494,Poly,4.622653484,0.0,33.0,10982.0,Fixed,0,42.08,-71.38,2009,Sunbug Solar,392
6,6.15,2038,residential,31079.2,5.0535284553,7890.698492,Poly,4.388144493,5000.0,34.0,6988.9,Fixed,0,42.08,-71.38,2011,RGS/Real Goods,774
7,6.9,2038,residential,37987.65,5.5054565217,8519.201404,Poly,4.228725433,5000.0,30.0,7241.0,Fixed,0,42.08,-71.38,2011,Grosolar,93
8,4.44,2038,residential,21870.0,4.9256756757,5709.082837,Mono,4.391291142,7548.0,30.0,4473.72,Fixed,0,42.08,-71.38,2011,Solarflair Energy,513
9,3.6,2038,residential,18627.0,5.1741666667,4881.135498,Mono,4.628485203,2643.75,30.0,3736.6,Fixed,0,42.08,-71.38,2012,RGS/Real Goods,774
10,5.76,2038,residential,25915.0,4.4991319444,7828.355391,Poly,4.635091305,4250.0,35.0,6867.63,Fixed,0,42.08,-71.38,2012,Sunlight Solar Energy,210
11,6.84,2038,residential,52873.2,7.73,8605.244355,Mono,4.289448261,2000.0,46.0,7295.47,Fixed,0,42.08,-71.38,2012,Sungevity,493
12,7.35,2038,residential,28959.0,3.94,9093.721106,Poly,4.239694119,2000.0,14.0,8602.56,Fixed,0,42.08,-71.38,2012,Roof Diagnostics Solar & Electric,953
13,5.76,2038,residential,26956.8,4.68,7572.683672,Poly,4.496536732,4250.0,22.0,6482.51,Fixed,0,42.08,-71.38,2013,American Solar Partners,111
14,17.52,2038,residential,75012.0,4.2815068493,22507.87257,Mono,4.391733646,0.0,38.0,17065.5,Fixed,0,42.08,-71.38,2012,Direct Energy Solar,954
15,5.76,2038,residential,26956.8,4.68,6646.602656,Poly,3.976588249,4250.0,28.0,5652.0,Fixed,0,42.08,-71.38,2013,American Solar Partners,111
16,8.085,2038,residential,31127.25,3.85,10529.61601,Poly,4.45193243,2000.0,21.0,9068.44,Fixed,0,42.08,-71.38,2013,Next Step Living,905
17,3.92,2038,residential,13328.0,3.4,5315.656377,Poly,4.619856358,1568.0,42.0,4540.05,Fixed,0,42.08,-71.38,2013,Next Step Living,905
18,8.82,2038,residential,44100.0,5.0,9821.58249,Poly,3.818812609,2000.0,40.0,10743.246,Fixed,0,42.08,-71.38,2013,Next Step Living,905
19,8.1,2038,residential,28732.12,3.5471753086,10032.09126,Mono,4.241632462,4000.0,30.0,6613.8816,Fixed,0,42.08,-71.38,2013,Blue Selenium Solar,135
20,5.886,2038,residential,41202.0,7.0,7988.435802,Mono,4.629134178,4000.0,34.0,6761.1,Fixed,0,42.08,-71.38,2013,Next Step Living,905
21,4.41,2038,residential,22491.0,5.1,5915.145059,Poly,4.575724125,1764.0,36.0,4650.15,Fixed,0,42.08,-71.38,2013,SolarCity,3552
22,8.745,2038,residential,34234.2,3.9147169811,11203.23957,crystalline,4.37963438,2000.0,38.0,8728.96,Fixed,0,42.08,-71.38,2013,Second Generation Energy,173
23,7.02,2038,residential,28431.0,4.05,9118.549819,crystalline,4.430278301,2000.0,37.0,7677.92,Fixed,0,42.08,-71.38,2013,Direct Energy Solar,954
24,7.035,2038,residential,55215.0,7.8486140725,9385.750574,Mono,4.554344177,4000.0,29.0,8075.34,Fixed,0,42.08,-71.38,2013,Next Step Living,905
25,10.05,2038,residential,48737.5,4.8495024876,13657.01885,Mono,4.637528896,4000.0,32.0,11859.98,Fixed,0,42.08,-71.38,2013,Second Generation Energy,173
26,6.86,2038,residential,34128.5,4.975,7563.314968,Poly,3.78166008,0.0,40.0,6518.16,Fixed,0,42.08,-71.38,2013,SolarCity,3552
27,4.355,2038,residential,35334.0,8.1134328358,5464.546826,Mono,4.284404755,1742.0,35.0,5494.0,Fixed,0,42.08,-71.38,2014,Next Step Living,905
28,8.75,2038,residential,36000.0,4.1142857143,11660.67703,Poly,4.554542065,2000.0,28.0,9105.2,Fixed,0,42.08,-71.38,2014,Roof Diagnostics Solar & Electric,953
29,6.867,2038,residential,36395.1,5.3,9316.694115,Mono,4.629397392,4000.0,32.0,7731.9,Fixed,0,42.08,-71.38,2014,Second Generation Energy,173
30,16.25,2038,residential,61563.0,3.7884923077,19121.34247,Poly,4.030390739,0.0,37.0,16786.0,Fixed,0,42.08,-71.38,2013,Direct Energy Solar,954
31,6.03,2038,residential,40088.1,6.6481094527,7096.482642,Mono,4.020951748,2000.0,39.0,7261.0,Fixed,0,42.08,-71.38,2014,Next Step Living,905
32,7.65,2038,residential,42075.0,5.5,10093.73423,crystalline,4.493434429,1250.0,45.0,10089.6,Fixed,0,42.08,-71.38,2015,SolarCity,3552
33,6.375,2038,residential,21040.0,3.3003921569,8629.030197,crystalline,4.620234966,1250.0,30.0,7263.48,Fixed,0,42.08,-71.38,2015,Solarflair Energy,513
34,6.12,2038,residential,21652.0,3.5379084967,8130.682969,crystalline,4.53374958,1250.0,34.0,7419.8,Fixed,0,42.08,-71.38,2015,Solarflair Energy,513
35,11.73,2038,residential,38448.0,3.2777493606,15916.10795,crystalline,4.624090195,1250.0,40.0,13720.85,Fixed,0,42.08,-71.38,2015,Solarflair Energy,513
36,8.67,2038,residential,47685.0,5.5,11773.8092,crystalline,4.633727551,1250.0,37.0,9524.62,Fixed,0,42.08,-71.38,2015,SolarCity,3552
37,5.232,2038,residential,23420.6,4.4764143731,6850.430936,Mono,4.478383541,2763.15,18.0,6042.65,Fixed,0,42.08,-71.38,2015,Solarflair Energy,513
38,8.16,2038,residential,26809.0,3.2854166667,10152.93059,crystalline,4.255304337,1250.0,37.0,8965.6,Fixed,0,42.08,-71.38,2015,Solarflair Energy,513
39,10.965,2038,residential,35760.9,3.2613679891,14798.1817,crystalline,4.605840206,1250.0,30.0,13120.8,Fixed,0,42.08,-71.38,2015,Solarflair Energy,513
40,5.175,2038,residential,38045.0,7.3516908213,7039.499057,Mono,4.641767979,3250.0,33.0,6390.528,Fixed,0,42.08,-71.38,2015,New England Clean Energy,301
41,8.16,2038,residential,44880.0,5.5,10886.84848,crystalline,4.559110641,0.0,23.0,1224.02,Fixed,0,42.08,-71.38,2014,SolarCity,3552
42,3.06,2038,residential,10697.4,3.4958823529,3803.547129,crystalline,4.244653702,1989.0,37.0,3312.0,Fixed,0,42.08,-71.38,2015,Solarflair Energy,513
43,5.865,2038,residential,32374.8,5.52,7707.880798,crystalline,4.487454891,0.0,30.0,5243.25,Fixed,0,42.08,-71.38,2015,SolarCity,3552
44,16.677,2038,residential,66108.0,3.9640223062,22605.82211,Mono,4.618952751,0.0,41.0,19256.5,Fixed,0,42.08,-71.38,2015,Second Generation Energy,173
45,13.26,2038,residential,72930.0,5.5,17021.78851,crystalline,4.386235237,0.0,27.0,14891.79,Fixed,0,42.08,-71.38,2015,SolarCity,3552
46,13.005,2038,residential,71787.6,5.52,9209.210076,crystalline,2.490089655,0.0,37.0,9832.0,Fixed,0,42.08,-71.38,2015,SolarCity,3552
47,6.12,2038,residential,33660.0,5.5,7233.730928,crystalline,4.044676781,0.0,45.0,5036.03,Fixed,0,42.08,-71.38,2015,SolarCity,3552
48,3.825,2038,residential,13505.0,3.5307189542,4827.128989,crystalline,4.324772835,0.0,14.0,3091.8,Fixed,0,42.08,-71.38,2015,Solarflair Energy,513
49,5.47,2038,residential,25840.8,4.724095064,6791.461724,crystalline,4.249175549,0.0,34.0,6198.36,Fixed,0,42.08,-71.38,2015,Roof Diagnostics Solar & Electric,953
50,11.7,2038,residential,36855.0,3.15,15894.06866,Poly,4.636452198,0.0,34.0,9196.32,Fixed,0,42.08,-71.38,2015,Sunrun,332
51,10.14,2038,residential,29811.6,2.94,13669.2832,Poly,4.597723961,0.0,37.0,6902.034,Fixed,0,42.08,-71.38,2015,Sunrun,332
52,4.59,2038,residential,25336.8,5.52,6168.044465,crystalline,4.589949131,0.0,26.0,6003.92,Fixed,0,42.08,-71.38,2015,SolarCity,3552
53,4.08,2038,residential,22848.0,5.6,5544.85248,crystalline,4.637516499,0.0,36.0,5043.22,Fixed,0,42.08,-71.38,2015,SolarCity,3552
54,10.464,2038,residential,50665.0,4.841838685,14242.64978,Mono,4.644098282,0.0,34.0,11234.62,Fixed,0,42.08,-71.38,2015,Sunbug Solar,392
55,11.73,2038,residential,45837.5,3.90771526,11358.91203,crystalline,3.33556819,0.0,40.0,9724.65,Fixed,0,42.08,-71.38,2015,Solarflair Energy,513
56,5.46,2038,residential,30576.0,5.6,6290.402549,Poly,3.960998297,0.0,20.0,4854.72,Fixed,0,42.08,-71.38,2015,SolarCity,3552
57,6.76,2038,residential,37856.0,5.6,9159.998872,Poly,4.625831127,0.0,30.0,8749.44,Fixed,0,42.08,-71.38,2015,SolarCity,3552
58,1.9,1257,residential,18575.0,9.7763157895,2336.509229,Poly,4.225163937,4275.0,32.0,1861.69,Fixed,0,42.1,-73.34,2008,Torrico Electric,9
59,5.06,1257,residential,36546.0,7.2225296443,6402.779587,Poly,4.341300011,5324.0,32.0,5783.0,Fixed,0,42.1,-73.34,2011,Berkshire Photovoltaic Services,37
60,1.84,1257,residential,18445.0,10.0244565217,2304.509482,Poly,4.289163113,3128.0,45.0,2025.0,Fixed,0,42.1,-73.34,2011,Berkshire Photovoltaic Services,37
61,5.04,1257,residential,37500.0,7.4404761905,6385.08876,Poly,4.344654083,8500.0,35.0,5167.8356,Fixed,0,42.1,-73.34,2011,Greenergy Solar Store,7
62,4.8,1257,residential,38400.0,8.0,6057.960352,Poly,4.324261665,4080.0,41.0,5454.0869,Fixed,0,42.1,-73.34,2012,Berkshire Photovoltaic Services,37
63,11.27,1257,residential,61170.0,5.4276841171,14277.76792,Mono,4.344654083,2000.0,35.0,12052.8,Fixed,0,42.1,-73.34,2013,RGS/Real Goods,774
64,4.41,1257,residential,25142.0,5.7011337868,5539.874084,Poly,4.30640173,1984.5,39.0,4941.16,Fixed,0,42.1,-73.34,2013,Berkshire Photovoltaic Services,37
65,6.75,1257,residential,33750.0,5.0,8325.176605,Poly,4.239899635,2000.0,20.0,6553.68,Fixed,0,42.1,-73.34,2014,SolarCity,3552
66,3.185,1257,residential,15925.0,5.0,3973.834533,Poly,4.269284725,1274.0,45.0,3569.6,Fixed,0,42.1,-73.34,2014,SolarCity,3552
67,5.25,1257,residential,25950.0,4.9428571429,5999.675262,Poly,3.936381578,4000.0,18.0,4678.71,Fixed,0,42.1,-73.34,2014,RGS/Real Goods,774
68,4.5,1983,residential,22387.5,4.975,4955.326172,Poly,3.797233343,0.0,5.0,3997.0,Fixed,0,42.63,-70.95,2013,SolarCity,3552
69,15.435,1983,residential,75631.5,4.9,19489.90375,Poly,4.30246067,0.0,40.0,16489.0,Fixed,0,42.63,-70.95,2014,SolarCity,3552
70,12.5,1983,residential,61250.0,4.9,15773.30322,Poly,4.305417538,0.0,30.0,15133.0,Fixed,0,42.63,-70.95,2014,SolarCity,3552
71,2.66,1983,residential,22975.28,8.6373233083,3114.963257,Poly,4.015611649,5985.0,14.0,2663.02,Fixed,0,42.63,-70.95,2007,Nexgen Energy Solutions,10
72,13.68,1983,residential,111769.44,8.1702807018,18441.60855,Poly,4.589225292,11250.0,30.0,15765.36,Fixed,0,42.63,-70.95,2008,Brimac Electrical Services,30
73,8.325,1983,residential,41208.75,4.95,11118.12998,Mono,4.548875332,8000.0,27.0,8887.06,Fixed,0,42.63,-70.95,2011,Direct Energy Solar,954
74,3.995,1983,residential,31880.1,7.98,4545.634576,Poly,3.914426088,2996.25,28.0,4213.8,Fixed,0,42.63,-70.95,2011,SolarCity,3552
75,7.52,1983,residential,39179.2,5.21,8960.36457,Poly,4.066297054,2000.0,37.0,9001.0,Fixed,0,42.63,-70.95,2012,SolarCity,3552
76,7.84,1983,residential,43472.0,5.5448979592,9776.8475,Poly,4.256792545,2000.0,20.0,9549.0,Fixed,0,42.63,-70.95,2013,Next Step Living,905
77,8.829,1983,residential,50325.3,5.7,11716.28885,Mono,4.51847744,2000.0,30.0,9804.6,Fixed,0,42.63,-70.95,2014,Sunlight Solar Energy,210
78,4.5,1983,residential,22387.5,4.975,4955.326172,Poly,3.797233343,0.0,5.0,3996.72,Fixed,0,42.63,-70.95,2013,SolarCity,3552
79,15.435,1983,residential,75631.5,4.9,19489.90375,Poly,4.30246067,0.0,40.0,16488.36,Fixed,0,42.63,-70.95,2014,SolarCity,3552
80,12.5,1983,residential,62500.0,5.0,15773.30322,Poly,4.305417538,2000.0,30.0,15069.46,Fixed,0,42.63,-70.95,2014,SolarCity,3552
81,9.315,1983,residential,49997.0,5.3673644659,12551.43376,Mono,4.583309174,1250.0,40.0,10828.15,Fixed,0,42.63,-70.95,2015,Independent Power Systems,80
82,12.753,1983,residential,60545.0,4.7475103897,16446.94412,Mono,4.399512291,1250.0,24.0,12981.87,Fixed,0,42.63,-70.95,2015,Sunbug Solar,392
83,12.099,1983,residential,54724.8,4.5230845524,16077.39696,Mono,4.524362564,1250.0,30.0,12967.37,Fixed,0,42.63,-70.95,2015,Revolusun ,190
84,7.65,1983,residential,42075.0,5.5,9390.541223,crystalline,4.191586971,0.0,21.0,8660.96,Fixed,0,42.63,-70.95,2015,SolarCity,3552
85,12.426,1983,residential,57687.3,4.642467407,16006.55827,Mono,4.396811485,0.0,17.0,12197.64,Fixed,0,42.63,-70.95,2015,Revolusun ,190
86,4.9,2351,residential,23079.0,4.71,5727.192615,Mono,4.003116131,0.0,21.0,4068.0,Fixed,0,42.11,-70.95,2013,Sungevity,493
87,5.408,2351,residential,18250.0,3.3746301775,6990.999895,Mono,4.411061764,10483.2,19.0,6152.44,Fixed,0,42.11,-70.95,2011,American Solar Partners,111
88,7.4,2351,residential,38712.65,5.2314391892,10004.76477,Mono,4.5957551,3750.0,42.0,8980.0,Fixed,0,42.11,-70.95,2011,RGS/Real Goods,774
89,10.0,2351,residential,39500.0,3.95,11181.55396,Mono,3.837639093,3750.0,21.0,8647.08,Fixed,0,42.11,-70.95,2011,RGS/Real Goods,774
90,4.7,2351,residential,37506.0,7.98,5347.805383,Poly,3.914426088,3525.0,28.0,4912.18,Fixed,0,42.11,-70.95,2011,SolarCity,3552
91,6.86,2351,residential,34986.0,5.1,9268.003196,Poly,4.592460632,2000.0,40.0,6954.7,Fixed,0,42.11,-70.95,2013,SolarCity,3552
92,4.9,2351,residential,23079.0,4.71,5727.192615,Mono,4.003116131,0.0,21.0,3737.96,Fixed,0,42.11,-70.95,2013,Sungevity,493
93,8.75,2351,residential,34750.0,3.9714285714,11790.71686,Poly,4.58758688,2000.0,30.0,8767.459,Fixed,0,42.11,-70.95,2014,Trinity Solar,285
94,6.7,2351,residential,49551.0,7.3956716418,9032.074365,Mono,4.589225292,4000.0,30.0,7360.0,Fixed,0,42.11,-70.95,2014,Next Step Living,905
95,5.75,2351,residential,27082.5,4.71,7712.9245,Poly,4.56479311,2000.0,32.0,5828.76,Fixed,0,42.11,-70.95,2014,Sungevity,493
96,11.475,2351,residential,53375.0,4.651416122,13866.78249,crystalline,4.128251553,1250.0,30.0,11262.64,Fixed,0,42.11,-70.95,2015,SolarCity,3552
97,5.895,2351,residential,22661.25,3.8441475827,7487.430771,crystalline,4.337384701,1250.0,15.0,6461.56,Fixed,0,42.11,-70.95,2015,Roof Diagnostics Solar & Electric,953
98,10.965,2351,residential,44678.9,4.0746830825,14773.69114,crystalline,4.58358717,1250.0,34.0,13485.78,Fixed,0,42.11,-70.95,2015,Trinity Solar,285
99,7.14,2351,residential,39270.0,5.5,9435.160496,crystalline,4.502004147,1250.0,25.0,10141.0,Fixed,0,42.11,-70.95,2015,SolarCity,3552
100,3.57,2351,residential,19706.4,5.52,4555.373602,crystalline,4.35332346,892.5,20.0,4133.16,Fixed,0,42.11,-70.95,2015,SolarCity,3552
101,5.61,2351,residential,30855.0,5.5,7054.987258,crystalline,4.29280901,0.0,25.0,6322.11,Fixed,0,42.11,-70.95,2015,SolarCity,3552
102,8.16,2351,residential,44880.0,5.5,9090.079629,crystalline,3.81650424,0.0,30.0,8176.56,Fixed,0,42.11,-70.95,2014,SolarCity,3552
103,6.12,2351,residential,33782.0,5.5199346405,8132.634316,crystalline,4.52826643,0.0,24.0,5873.84,Fixed,0,42.11,-70.95,2014,SolarCity,3552
104,3.825,2351,residential,21114.0,5.52,5105.195563,crystalline,4.544007301,0.0,34.0,1678.24,Fixed,0,42.11,-70.95,2014,SolarCity,3552
105,7.395,2351,residential,40672.5,5.5,9234.242659,crystalline,4.260759354,0.0,23.0,7558.96,Fixed,0,42.11,-70.95,2015,SolarCity,3552
106,3.825,2351,residential,21037.5,5.5,4694.506732,crystalline,4.189741135,0.0,23.0,3361.24,Fixed,0,42.11,-70.95,2015,SolarCity,3552
107,6.375,2351,residential,35190.0,5.52,8418.993713,crystalline,4.495127201,0.0,35.0,3427.17,Fixed,0,42.11,-70.95,2015,SolarCity,3552
108,6.375,2351,residential,35062.5,5.5,7879.607391,crystalline,4.211132526,0.0,36.0,7325.64,Fixed,0,42.11,-70.95,2015,SolarCity,3552
109,9.88,2351,residential,35617.4,3.605,13136.02926,Poly,4.525653362,0.0,34.0,11641.056,Fixed,0,42.11,-70.95,2015,Sunrun,332
110,3.57,2351,residential,13292.42,3.7233669468,4827.151619,crystalline,4.59998703,0.0,38.0,3994.64,Fixed,0,42.11,-70.95,2015,Roof Diagnostics Solar & Electric,953
111,8.925,2351,residential,49980.0,5.6,11981.04442,crystalline,4.570989609,0.0,30.0,8569.76,Fixed,0,42.11,-70.95,2015,SolarCity,3552
112,7.905,2351,residential,44268.0,5.6,10471.1172,crystalline,4.508858204,0.0,35.0,10678.73,Fixed,0,42.11,-70.95,2015,SolarCity,3552
113,6.24,2351,residential,34944.0,5.6,7507.198359,Poly,4.115266323,0.0,22.0,6898.66,Fixed,0,42.11,-70.95,2015,SolarCity,3552
114,9.75,1069,residential,38025.0,3.9,12430.24786,Mono,4.349079609,0.0,22.0,6624.0,Fixed,0,42.16,-72.32,2012,Direct Energy Solar,954
115,5.07,1069,residential,32000.63,6.3117613412,3189.972889,Poly,2.203594923,27500.0,42.0,2549.0,Fixed,0,42.16,-72.32,2009,S T Electric,1
116,7.38,1069,residential,34459.99,4.6693753388,8521.610867,Poly,3.940835714,5000.0,45.0,7186.3259,Fixed,0,42.16,-72.32,2011,RGS/Real Goods,774
117,5.33,1069,residential,23345.0,4.3799249531,6861.356757,Poly,4.386950016,2000.0,20.0,5767.68,Fixed,0,42.16,-72.32,2012,RGS/Real Goods,774
118,7.25,1069,residential,28275.0,3.9,9547.512787,Mono,4.475696087,2000.0,33.0,7165.84,Fixed,0,42.16,-72.32,2013,Direct Energy Solar,954
119,10.0,1069,residential,39000.0,3.9,12022.91138,Mono,4.111721516,2000.0,20.0,8279.54,Fixed,0,42.16,-72.32,2012,Direct Energy Solar,954
120,12.0,1069,residential,46800.0,3.9,13533.47314,Mono,3.873747826,2000.0,28.0,13088.0,Fixed,0,42.16,-72.32,2013,Direct Energy Solar,954
121,9.25,1069,residential,35150.0,3.8,11391.49582,Mono,4.201360226,4000.0,36.0,8104.8,Fixed,0,42.16,-72.32,2012,Direct Energy Solar,954
122,6.5,1069,residential,25100.0,3.8615384615,8349.369019,Mono,4.376328945,2000.0,34.0,6238.05,Fixed,0,42.16,-72.32,2013,Direct Energy Solar,954
123,9.75,1069,residential,38025.0,3.9,12430.24786,Mono,4.349079609,0.0,22.0,6624.16,Fixed,0,42.16,-72.32,2012,Direct Energy Solar,954
124,5.0,1069,residential,23500.0,4.7,6642.498779,Mono,4.515606403,2000.0,37.0,4590.27,Fixed,0,42.16,-72.32,2013,Direct Energy Solar,954
125,8.48,1069,residential,53671.0,6.3291273585,11239.97811,Mono,4.508529186,7000.0,32.0,8698.2,Fixed,0,42.16,-72.32,2013,Endless Mountains Solar Services,99
126,12.25,1069,residential,45325.0,3.7,16222.32867,Poly,4.505306721,2000.0,33.0,11293.52,Fixed,0,42.16,-72.32,2014,Direct Energy Solar,954
127,5.75,1069,residential,26160.0,4.5495652174,7027.709381,Poly,4.176561832,1500.0,10.0,5819.506,Fixed,0,42.16,-72.32,2014,Roof Diagnostics Solar & Electric,953
128,4.79,1069,residential,19543.2,4.08,6208.682577,crystalline,4.414238453,1197.5,33.0,5064.15,Fixed,0,42.16,-72.32,2015,Roof Diagnostics Solar & Electric,953
129,4.725,1069,residential,16992.0,3.5961904762,6089.233008,crystalline,4.383348942,1181.25,44.0,4824.9,Fixed,0,42.16,-72.32,2014,Roof Diagnostics Solar & Electric,953
130,5.47,1069,residential,20239.0,3.7,7225.546821,crystalline,4.481965542,1250.0,43.0,6543.46,Fixed,0,42.16,-72.32,2014,Roof Diagnostics Solar & Electric,953
131,5.725,1069,residential,22289.7,3.8933973799,7532.980438,crystalline,4.478984356,1250.0,33.0,5757.63,Fixed,0,42.16,-72.32,2015,Roof Diagnostics Solar & Electric,953
132,4.98,1069,residential,21767.2,4.3709236948,6616.535479,crystalline,4.515663624,1245.0,37.0,280.55,Fixed,0,42.16,-72.32,2015,Roof Diagnostics Solar & Electric,953
133,3.235,1069,residential,10520.45,3.2520710974,4070.450992,crystalline,4.293902874,0.0,15.0,2287.44,Fixed,0,42.16,-72.32,2015,Roof Diagnostics Solar & Electric,953
134,6.375,1069,residential,35190.0,5.52,7908.359482,crystalline,4.222576618,0.0,27.0,7949.15,Fixed,0,42.16,-72.32,2015,SolarCity,3552
135,6.885,1069,residential,22651.65,3.29,8518.587275,crystalline,4.226161957,0.0,12.0,6128.72,Fixed,0,42.16,-72.32,2015,Roof Diagnostics Solar & Electric,953
136,6.725,1069,residential,31061.38,4.6187925651,8764.807758,crystalline,4.43224287,0.0,40.0,627.36,Fixed,0,42.16,-72.32,2015,Roof Diagnostics Solar & Electric,953
137,4.235,1069,residential,13771.85,3.2519126328,5451.82944,crystalline,4.389155388,0.0,23.0,3212.46,Fixed,0,42.16,-72.32,2015,Roof Diagnostics Solar & Electric,953
138,6.72,2359,residential,33432.0,4.975,7078.401094,Poly,3.59855628,0.0,40.0,5407.0,Fixed,0,42.06,-70.8,2012,SolarCity,3552
139,3.92,2359,residential,19502.0,4.975,4813.052754,Poly,4.195429802,0.0,24.0,3876.0,Fixed,0,42.06,-70.8,2013,SolarCity,3552
140,5.5,2359,residential,24412.5,4.4386363636,6709.648865,Poly,4.167123318,0.0,20.0,3290.0,Fixed,0,42.06,-70.8,2014,"Roof Diagnostics Solar of Mass, LLC",8
141,5.76,2359,residential,32947.0,5.7199652778,7165.575,crystalline,4.24698782,10000.0,29.0,5160.8,Fixed,0,42.06,-70.8,2010,Grosolar,93
142,4.4,2359,residential,32170.0,7.3113636364,5664.966162,Poly,4.393251896,4400.0,22.0,4592.7134,Fixed,0,42.06,-70.8,2010,Cotuit Solar,130
143,4.73,2359,residential,30745.0,6.5,6243.046281,Mono,4.49936533,8041.0,22.0,5256.36,Fixed,0,42.06,-70.8,2011,Certified Safe Electric,49
144,9.9,2359,residential,44255.88,4.4702909091,13212.9301,Poly,4.546164036,8500.0,27.0,11355.35,Fixed,0,42.06,-70.8,2011,Alternate Energy,21
145,8.325,2359,residential,41126.0,4.9400600601,10717.092,Poly,4.390847206,3750.0,26.0,8702.61,Fixed,0,42.06,-70.8,2012,Munro Electric Co,70
146,9.69,2359,residential,74903.7,7.73,12441.7388,Mono,4.376465321,3750.0,36.0,9750.72,Fixed,0,42.06,-70.8,2012,Sungevity,493
147,9.72,2359,residential,36510.0,3.7561728395,11903.56264,Poly,4.182355404,4250.0,30.0,10494.0,Fixed,0,42.06,-70.8,2012,Alternate Energy Systems,38
148,3.22,2359,residential,14424.0,4.4795031056,4217.709846,crystalline,4.457105637,1260.0,36.0,3201.24,Fixed,0,42.06,-70.8,2012,Munro Electric Co,70
149,6.885,2359,residential,34958.0,5.0774146696,9302.408218,Mono,4.598435402,2000.0,32.0,6947.5304,Fixed,0,42.06,-70.8,2013,Solular,41
150,6.5,2359,residential,25545.0,3.93,7642.405945,Poly,4.026042938,2000.0,21.0,6750.9475,Fixed,0,42.06,-70.8,2013,Roof Diagnostics Solar & Electric,953
151,6.72,2359,residential,33432.0,4.975,7078.401094,Poly,3.59855628,0.0,40.0,5407.08,Fixed,0,42.06,-70.8,2012,SolarCity,3552
152,7.84,2359,residential,39200.0,5.0,7778.302588,Poly,3.410453558,2000.0,34.0,8405.16,Fixed,0,42.06,-70.8,2013,SolarCity,3552
153,3.92,2359,residential,19502.0,4.975,4813.052754,Poly,4.195429802,0.0,24.0,3875.27,Fixed,0,42.06,-70.8,2013,SolarCity,3552
154,5.5,2359,residential,24412.5,4.4386363636,6709.648865,Poly,4.167123318,0.0,20.0,3289.996878,Fixed,0,42.06,-70.8,2014,Roof Diagnostics Solar & Electric,953
155,6.47,2359,residential,24150.0,3.7326120556,8418.075773,crystalline,4.438215733,1250.0,20.0,6921.72,Fixed,0,42.06,-70.8,2015,Ross Solar Group,5
156,5.025,2359,residential,40000.0,7.960199005,6502.64198,Mono,4.413651466,0.0,20.0,6239.0,Fixed,0,42.06,-70.8,2014,Next Step Living,905
157,7.395,2359,residential,40820.0,5.5199459094,9635.575772,crystalline,4.444400311,0.0,20.0,8747.76,Fixed,0,42.06,-70.8,2015,SolarCity,3552
158,6.375,2359,residential,35062.5,5.5,8367.866867,crystalline,4.473675251,0.0,23.0,3583.94,Fixed,0,42.06,-70.8,2014,SolarCity,3552
159,5.1,2359,residential,28152.0,5.52,6473.596472,crystalline,4.324908733,0.0,30.0,5732.22,Fixed,0,42.06,-70.8,2015,SolarCity,3552
160,4.335,2359,residential,23842.5,5.5,5486.836276,crystalline,4.322176456,0.0,20.0,3241.28,Fixed,0,42.06,-70.8,2015,SolarCity,3552
161,7.65,2359,residential,42075.0,5.5,7847.456287,crystalline,3.519220114,0.0,35.0,6599.2,Fixed,0,42.06,-70.8,2014,SolarCity,3552
162,9.18,2359,residential,50673.6,5.52,9211.294028,crystalline,3.445931196,0.0,35.0,9205.52,Fixed,0,42.06,-70.8,2015,SolarCity,3552
163,6.375,2359,residential,35190.0,5.52,7644.140945,crystalline,4.102651596,0.0,15.0,6036.84,Fixed,0,42.06,-70.8,2015,SolarCity,3552
164,9.18,2359,residential,50673.6,5.52,11989.72659,crystalline,4.45443964,0.0,20.0,8108.8,Fixed,0,42.06,-70.8,2015,SolarCity,3552
165,3.57,2359,residential,19992.0,5.6,4402.93957,crystalline,4.202504635,0.0,35.0,3861.4,Fixed,0,42.06,-70.8,2015,SolarCity,3552
166,14.535,2359,residential,81396.0,5.6,14867.76137,crystalline,3.533308029,0.0,18.0,15391.6,Fixed,0,42.06,-70.8,2015,SolarCity,3552
167,8.25,2359,residential,29741.25,3.605,10410.36301,Poly,4.307688236,0.0,18.0,7824.227,Fixed,0,42.06,-70.8,2015,Sunrun,332
